Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2021-05-24 15:50:00,2021-05-24 20:50:00,130.0,113.0,16.8,28.1,29.6,71,1014.9,0,402,
2021-05-24 15:40:00,2021-05-24 20:40:00,121.0,131.0,19.9,30.4,29.5,72,1014.9,0,503,
2021-05-24 15:30:00,2021-05-24 20:30:00,134.0,155.0,14.1,28.7,28.8,76,1015,0,447,
2021-05-24 15:20:00,2021-05-24 20:20:00,129.0,120.0,16.2,28.1,29.4,73,1015,0,208,
2021-05-24 15:10:00,2021-05-24 20:10:00,100.0,88.0,21.3,33.3,29.7,72,1015,0,424,
2021-05-24 15:00:00,2021-05-24 20:00:00,100.0,98.0,22.6,29.8,29.8,70,1015,0,369,
2021-05-24 14:50:00,2021-05-24 19:50:00,107.0,108.0,18.7,29.2,29.7,71,1015.1,0,569,
2021-05-24 14:40:00,2021-05-24 19:40:00,111.0,106.0,18.4,27.5,29.2,72,1015.2,0,387,
2021-05-24 14:30:00,2021-05-24 19:30:00,105.0,97.0,20,29.8,29.3,70,1015.4,0,347,
2021-05-24 14:20:00,2021-05-24 19:20:00,106.0,111.0,20.5,32.1,29.9,68,1015.5,0,447,
2021-05-24 14:10:00,2021-05-24 19:10:00,107.0,111.0,18.9,26.9,29.8,70,1015.6,0,592,
2021-05-24 14:00:00,2021-05-24 19:00:00,104.0,106.0,22,31,29.5,71,1015.6,0,478,
2021-05-24 13:50:00,2021-05-24 18:50:00,109.0,112.0,17.7,31,29.5,71,1015.7,0,390,
2021-05-24 13:40:00,2021-05-24 18:40:00,110.0,105.0,19.2,29.8,30,69,1015.9,0,380,
2021-05-24 13:30:00,2021-05-24 18:30:00,110.0,129.0,15.5,27.5,29.7,72,1016,0,605,
2021-05-24 13:20:00,2021-05-24 18:20:00,99.0,105.0,19.1,25.2,29.7,71,1016.2,0,722,
2021-05-24 13:10:00,2021-05-24 18:10:00,96.0,104.0,20.9,28.7,30.1,70,1016.3,0,710,
2021-05-24 13:00:00,2021-05-24 18:00:00,107.0,98.0,18.5,25.2,29.8,71,1016.4,0,821,
2021-05-24 12:50:00,2021-05-24 17:50:00,95.0,102.0,22.5,31,29.8,72,1016.4,0,927,
2021-05-24 12:40:00,2021-05-24 17:40:00,104.0,105.0,20.9,30.4,30,71,1016.5,0,967,
2021-05-24 12:30:00,2021-05-24 17:30:00,113.0,105.0,17.1,28.7,29.4,72,1016.6,0,886,
2021-05-24 12:20:00,2021-05-24 17:20:00,108.0,97.0,20.9,31,29.3,70,1016.6,0,506,
2021-05-24 12:10:00,2021-05-24 17:10:00,117.0,103.0,19.3,29.2,30,69,1016.7,0,499,
2021-05-24 12:00:00,2021-05-24 17:00:00,117.0,114.0,19.8,32.1,30.3,70,1016.8,0,828,
2021-05-24 11:50:00,2021-05-24 16:50:00,112.0,106.0,20.8,31,30.1,70,1016.8,0,930,
2021-05-24 11:40:00,2021-05-24 16:40:00,117.0,99.0,19,32.1,30.2,69,1016.9,0,713,
2021-05-24 11:30:00,2021-05-24 16:30:00,116.0,116.0,21.4,33.3,29.8,71,1016.9,0,959,
2021-05-24 11:20:00,2021-05-24 16:20:00,118.0,124.0,18.3,28.1,29.5,70,1016.9,0,507,
2021-05-24 11:10:00,2021-05-24 16:10:00,105.0,105.0,20.8,29.2,29.9,68,1016.9,0,535,
2021-05-24 11:00:00,2021-05-24 16:00:00,105.0,97.0,19.4,28.7,30.1,68,1017,0,807,
2021-05-24 10:50:00,2021-05-24 15:50:00,114.0,112.0,17.8,26.9,29.2,69,1017,0,663,
2021-05-24 10:40:00,2021-05-24 15:40:00,102.0,104.0,23.6,32.7,29.5,67,1017,0,428,
2021-05-24 10:30:00,2021-05-24 15:30:00,108.0,117.0,18.8,29.2,30.7,64,1016.9,0,684,
2021-05-24 10:20:00,2021-05-24 15:20:00,114.0,108.0,19,29.8,30.6,65,1016.9,0,881,
2021-05-24 10:10:00,2021-05-24 15:10:00,119.0,108.0,18.8,31.6,30.6,65,1016.9,0,835,
2021-05-24 10:00:00,2021-05-24 15:00:00,117.0,125.0,18.2,26.9,30.4,65,1016.8,0,760,
2021-05-24 09:50:00,2021-05-24 14:50:00,118.0,116.0,18.2,29.8,30.2,65,1016.7,0,695,
2021-05-24 09:40:00,2021-05-24 14:40:00,121.0,95.0,17.6,25.8,30,67,1016.5,0,755,
2021-05-24 09:30:00,2021-05-24 14:30:00,110.0,104.0,18.6,31,29.7,68,1016.4,0,589,
2021-05-24 09:20:00,2021-05-24 14:20:00,104.0,107.0,19.3,35,29.4,68,1016.4,0,561,
2021-05-24 09:10:00,2021-05-24 14:10:00,111.0,101.0,20.5,30.4,29.6,65,1016.3,0,516,
2021-05-24 09:00:00,2021-05-24 14:00:00,119.0,105.0,19.2,29.2,29.9,60,1016.3,0,488,
2021-05-24 08:50:00,2021-05-24 13:50:00,122.0,118.0,16.3,29.2,29.4,63,1016.4,0,582,
2021-05-24 08:40:00,2021-05-24 13:40:00,123.0,121.0,14.3,23.5,29.3,62,1016.4,0,276,
2021-05-24 08:30:00,2021-05-24 13:30:00,121.0,108.0,15.3,24.6,29.4,61,1016.2,0,342,
2021-05-24 08:20:00,2021-05-24 13:20:00,123.0,126.0,15.6,24.6,29.7,60,1016.1,0,450,
2021-05-24 08:10:00,2021-05-24 13:10:00,128.0,121.0,13.8,21.8,29.4,62,1016,0,435,
2021-05-24 08:00:00,2021-05-24 13:00:00,122.0,113.0,13.5,25.2,29,63,1016,0,376,
2021-05-24 07:50:00,2021-05-24 12:50:00,123.0,129.0,14,20.6,28.6,64,1015.9,0,338,
2021-05-24 07:40:00,2021-05-24 12:40:00,121.0,120.0,13.9,22.9,28.1,66,1015.7,0,297,
2021-05-24 07:30:00,2021-05-24 12:30:00,117.0,110.0,12.4,19.5,27.3,69,1015.8,0,252,
2021-05-24 07:20:00,2021-05-24 12:20:00,120.0,109.0,11.2,15.4,27,70,1015.7,0,130,
2021-05-24 07:10:00,2021-05-24 12:10:00,125.0,111.0,10.9,15.4,26.8,70,1015.4,0,104,
2021-05-24 07:00:00,2021-05-24 12:00:00,124.0,135.0,11.7,20.6,26.4,71,1015.3,0,108,
2021-05-24 06:50:00,2021-05-24 11:50:00,121.0,118.0,11.5,17.2,26.2,72,1015.3,0,63,
2021-05-24 06:40:00,2021-05-24 11:40:00,122.0,114.0,11.4,18.3,26,72,1015.1,0,51,
2021-05-24 06:30:00,2021-05-24 11:30:00,121.0,119.0,10.7,16,25.9,72,1015,0,30,
2021-05-24 06:20:00,2021-05-24 11:20:00,118.0,118.0,11.8,17.2,25.9,71,1014.9,0,11,
2021-05-24 06:10:00,2021-05-24 11:10:00,117.0,115.0,12.9,20,25.8,71,1014.8,0,3,
2021-05-24 06:00:00,2021-05-24 11:00:00,122.0,123.0,10.4,17.7,25.8,72,1014.6,0,0,
2021-05-24 05:50:00,2021-05-24 10:50:00,123.0,121.0,10.1,14.3,26,70,1014.6,0,-2,
2021-05-24 05:40:00,2021-05-24 10:40:00,122.0,117.0,11.9,19.5,26,70,1014.6,0,-2,
2021-05-24 05:30:00,2021-05-24 10:30:00,124.0,117.0,10.3,17.2,26.1,69,1014.7,0,-2,
2021-05-24 05:20:00,2021-05-24 10:20:00,126.0,113.0,12.1,19.5,26.1,69,1014.7,0,-2,
2021-05-24 05:10:00,2021-05-24 10:10:00,122.0,112.0,12.9,18.3,26.2,69,1014.7,0,-2,
2021-05-24 05:00:00,2021-05-24 10:00:00,126.0,96.0,12.1,17.2,26,70,1014.6,0,-2,
2021-05-24 04:50:00,2021-05-24 09:50:00,124.0,128.0,12.3,24.6,26,73,1014.5,0,-2,
2021-05-24 04:40:00,2021-05-24 09:40:00,122.0,114.0,10.2,17.7,26.1,73,1014.4,0,-2,
2021-05-24 04:30:00,2021-05-24 09:30:00,130.0,117.0,10.3,16,26.2,71,1014.4,0,-2,
2021-05-24 04:20:00,2021-05-24 09:20:00,129.0,122.0,11,16.6,26.1,71,1014.4,0,-2,
2021-05-24 04:10:00,2021-05-24 09:10:00,126.0,127.0,11.2,17.2,26.1,71,1014.3,0,-2,
2021-05-24 04:00:00,2021-05-24 09:00:00,130.0,121.0,10.8,18.9,26,71,1014.4,0,-2,
2021-05-24 03:50:00,2021-05-24 08:50:00,125.0,125.0,8.9,17.2,25.9,72,1014.4,0,-2,
2021-05-24 03:40:00,2021-05-24 08:40:00,124.0,114.0,9.6,14.9,26,73,1014.4,0,-2,
2021-05-24 03:30:00,2021-05-24 08:30:00,130.0,118.0,9,14.9,26,72,1014.4,0,-2,
2021-05-24 03:20:00,2021-05-24 08:20:00,133.0,126.0,9.8,17.2,26.1,73,1014.5,0,-2,
2021-05-24 03:10:00,2021-05-24 08:10:00,132.0,130.0,9.4,16,26.1,72,1014.6,0,-2,
2021-05-24 03:00:00,2021-05-24 08:00:00,133.0,133.0,9,14.3,26.1,73,1014.7,0,-2,
2021-05-24 02:50:00,2021-05-24 07:50:00,127.0,130.0,9.7,16.6,26.4,71,1014.8,0,-2,
2021-05-24 02:40:00,2021-05-24 07:40:00,130.0,109.0,11.2,22.3,26.4,70,1014.8,0,-2,
2021-05-24 02:30:00,2021-05-24 07:30:00,130.0,125.0,11.1,18.3,26.4,70,1014.9,0,-2,
2021-05-24 02:20:00,2021-05-24 07:20:00,128.0,124.0,10,16.6,26.3,71,1015.1,0,-2,
2021-05-24 02:10:00,2021-05-24 07:10:00,131.0,133.0,10.7,17.7,26.4,71,1015.2,0,-2,
2021-05-24 02:00:00,2021-05-24 07:00:00,129.0,121.0,11.2,20.6,26.5,74,1015.2,0,-2,
2021-05-24 01:50:00,2021-05-24 06:50:00,131.0,130.0,11.5,19.5,26.5,74,1015.3,0,-2,
2021-05-24 01:40:00,2021-05-24 06:40:00,132.0,121.0,12,21.2,26.5,75,1015.4,0,-2,
2021-05-24 01:30:00,2021-05-24 06:30:00,131.0,141.0,10.3,18.3,26.5,77,1015.5,0,-2,
2021-05-24 01:20:00,2021-05-24 06:20:00,133.0,153.0,11.3,18.3,26.5,76,1015.7,0,-1,
2021-05-24 01:10:00,2021-05-24 06:10:00,135.0,142.0,11.4,17.7,26.5,78,1015.8,0,-2,
2021-05-24 01:00:00,2021-05-24 06:00:00,136.0,153.0,9.3,14.9,26.5,77,1016,0,-2,
2021-05-24 00:50:00,2021-05-24 05:50:00,136.0,132.0,9.7,16.6,26.5,77,1016.2,0,-2,
2021-05-24 00:40:00,2021-05-24 05:40:00,136.0,142.0,7.9,13.7,26.7,76,1016.4,0,-2,
2021-05-24 00:30:00,2021-05-24 05:30:00,134.0,135.0,9.4,15.4,26.7,75,1016.5,0,-2,
2021-05-24 00:20:00,2021-05-24 05:20:00,141.0,143.0,10.4,19.5,26.7,76,1016.6,0,-2,
2021-05-24 00:10:00,2021-05-24 05:10:00,135.0,118.0,10.7,18.9,26.6,77,1016.5,0,-2,
2021-05-24 00:00:00,2021-05-24 05:00:00,136.0,119.0,9.4,15.4,26.6,77,1016.5,0,-2,
2021-05-23 23:50:00,2021-05-24 04:50:00,133.0,115.0,8.5,14.9,26.8,76,1016.5,0,-2,
2021-05-23 23:40:00,2021-05-24 04:40:00,137.0,163.0,11.1,21.2,26.8,76,1016.6,0,-2,
2021-05-23 23:30:00,2021-05-24 04:30:00,136.0,144.0,10.7,16,26.8,77,1016.7,0,-1,
2021-05-23 23:20:00,2021-05-24 04:20:00,141.0,144.0,10.6,21.8,27,76,1016.7,0,-1,
2021-05-23 23:10:00,2021-05-24 04:10:00,135.0,149.0,11.6,17.2,27,76,1016.7,0,-2,
2021-05-23 23:00:00,2021-05-24 04:00:00,139.0,142.0,12.2,21.8,27,75,1016.6,0,-1,
2021-05-23 22:50:00,2021-05-24 03:50:00,137.0,127.0,12.7,21.2,27,75,1016.6,0,-1,
2021-05-23 22:40:00,2021-05-24 03:40:00,140.0,139.0,12.4,22.3,27,76,1016.5,0,-1,
2021-05-23 22:30:00,2021-05-24 03:30:00,131.0,122.0,11.5,18.9,26.9,76,1016.4,0,-1,
2021-05-23 22:20:00,2021-05-24 03:20:00,131.0,125.0,13,20,26.9,75,1016.4,0,-1,
2021-05-23 22:10:00,2021-05-24 03:10:00,132.0,139.0,11.7,20,26.9,75,1016.3,0,-2,
2021-05-23 22:00:00,2021-05-24 03:00:00,133.0,119.0,12.5,22.9,27.1,76,1016.2,0,-2,
2021-05-23 21:50:00,2021-05-24 02:50:00,129.0,121.0,14.3,24.1,27.1,74,1016.1,0,-2,
2021-05-23 21:40:00,2021-05-24 02:40:00,128.0,119.0,15,26.9,27,75,1016.1,0,-2,
2021-05-23 21:30:00,2021-05-24 02:30:00,124.0,117.0,15.1,22.9,27.1,76,1016,0,-2,
2021-05-23 21:20:00,2021-05-24 02:20:00,120.0,103.0,17.8,24.6,27.2,75,1016,0,-2,
2021-05-23 21:10:00,2021-05-24 02:10:00,123.0,121.0,15.4,24.6,27.2,74,1015.9,0,-2,
2021-05-23 21:00:00,2021-05-24 02:00:00,126.0,125.0,16.2,25.8,27.3,75,1015.8,0,-2,
2021-05-23 20:50:00,2021-05-24 01:50:00,123.0,105.0,16.7,25.2,27.3,76,1015.7,0,-1,
2021-05-23 20:40:00,2021-05-24 01:40:00,123.0,116.0,13.6,24.6,27.3,76,1015.6,0,-1,
2021-05-23 20:30:00,2021-05-24 01:30:00,124.0,120.0,16.6,29.8,27.2,78,1015.4,0,-1,
2021-05-23 20:20:00,2021-05-24 01:20:00,124.0,126.0,14.5,21.8,27.1,79,1015.3,0,-1,
2021-05-23 20:10:00,2021-05-24 01:10:00,131.0,115.0,12,22.9,27,79,1015.3,0,-2,
2021-05-23 20:00:00,2021-05-24 01:00:00,128.0,112.0,11.5,19.5,27,80,1015.2,0,-2,
2021-05-23 19:50:00,2021-05-24 00:50:00,126.0,132.0,12.9,20,27.1,79,1015,0,-2,
2021-05-23 19:40:00,2021-05-24 00:40:00,122.0,117.0,14.4,24.1,27.2,79,1014.8,0,-1,
2021-05-23 19:30:00,2021-05-24 00:30:00,123.0,106.0,14.2,24.6,27.2,78,1014.7,0,-0,
2021-05-23 19:20:00,2021-05-24 00:20:00,126.0,125.0,14.9,26.4,27.2,79,1014.6,0,4,
2021-05-23 19:10:00,2021-05-24 00:10:00,124.0,113.0,17.5,27.5,27.1,80,1014.5,0,14,
2021-05-23 19:00:00,2021-05-24 00:00:00,132.0,126.0,12.7,24.1,27.1,82,1014.4,0,22,
2021-05-23 18:50:00,2021-05-23 23:50:00,141.0,163.0,9.7,16.6,27.3,81,1014.4,0,19,
2021-05-23 18:40:00,2021-05-23 23:40:00,144.0,158.0,12.3,21.2,27.6,78,1014.3,0,19,
2021-05-23 18:30:00,2021-05-23 23:30:00,117.0,121.0,17.4,27.5,28,76,1014.2,0,61,
2021-05-23 18:20:00,2021-05-23 23:20:00,118.0,118.0,16.8,27.5,28.4,74,1014.1,0,96,
2021-05-23 18:10:00,2021-05-23 23:10:00,118.0,118.0,16.1,29.8,28.3,75,1014,0,212,
2021-05-23 18:00:00,2021-05-23 23:00:00,122.0,112.0,15.3,25.8,28.1,75,1014,0,152,
2021-05-23 17:50:00,2021-05-23 22:50:00,125.0,118.0,16.6,28.7,28.2,75,1014,0,183,
2021-05-23 17:40:00,2021-05-23 22:40:00,124.0,112.0,15.3,26.4,28.7,73,1014.1,0,85,
2021-05-23 17:30:00,2021-05-23 22:30:00,128.0,134.0,15.7,26.4,29.8,68,1014.1,0,205,
2021-05-23 17:20:00,2021-05-23 22:20:00,132.0,129.0,16,23.5,29.9,66,1014,0,422,
2021-05-23 17:10:00,2021-05-23 22:10:00,133.0,102.0,15.9,27.5,29.6,67,1014,0,461,
2021-05-23 17:00:00,2021-05-23 22:00:00,128.0,115.0,16,26.9,29.2,70,1014,0,381,
2021-05-23 16:50:00,2021-05-23 21:50:00,125.0,121.0,17.8,29.2,28.8,73,1014,0,397,
2021-05-23 16:40:00,2021-05-23 21:40:00,119.0,127.0,18.7,30.4,28.8,73,1014.1,0,210,
2021-05-23 16:30:00,2021-05-23 21:30:00,122.0,122.0,18.4,30.4,28.9,73,1014.1,0,318,
2021-05-23 16:20:00,2021-05-23 21:20:00,118.0,113.0,20.1,34.4,29,73,1014.2,0,252,
2021-05-23 16:10:00,2021-05-23 21:10:00,122.0,116.0,19.2,29.8,28.9,73,1014.3,0,550,
2021-05-23 16:00:00,2021-05-23 21:00:00,125.0,118.0,18.3,28.7,28.7,73,1014.4,0,312,
2021-05-23 15:50:00,2021-05-23 20:50:00,124.0,117.0,18.4,30.4,30.5,67,1014.4,0,284,
2021-05-23 15:40:00,2021-05-23 20:40:00,123.0,109.0,16.7,28.1,30.5,67,1014.5,0,648,
2021-05-23 15:30:00,2021-05-23 20:30:00,126.0,118.0,19.7,32.7,30.3,68,1014.5,0,354,
2021-05-23 15:20:00,2021-05-23 20:20:00,126.0,118.0,18.5,30.4,29.3,74,1014.6,0,289,
2021-05-23 15:10:00,2021-05-23 20:10:00,119.0,114.0,21.8,33.3,29.7,71,1014.5,0,211,
2021-05-23 15:00:00,2021-05-23 20:00:00,121.0,101.0,17.4,27.5,31.4,62,1014.6,0,355,
2021-05-23 14:50:00,2021-05-23 19:50:00,125.0,108.0,17.2,29.2,31.5,62,1014.8,0,763,
2021-05-23 14:40:00,2021-05-23 19:40:00,126.0,102.0,17.3,31,31.3,62,1015,0,762,
2021-05-23 14:30:00,2021-05-23 19:30:00,133.0,119.0,16.7,30.4,31.5,61,1015.1,0,703,
2021-05-23 14:20:00,2021-05-23 19:20:00,124.0,109.0,16.6,27.5,31.4,61,1015.2,0,712,
2021-05-23 14:10:00,2021-05-23 19:10:00,121.0,99.0,18.3,29.8,31.4,62,1015.3,0,813,
2021-05-23 14:00:00,2021-05-23 19:00:00,123.0,106.0,17.3,31,31.1,64,1015.5,0,760,
2021-05-23 13:50:00,2021-05-23 18:50:00,121.0,119.0,19.4,27.5,30.9,65,1015.6,0,604,
2021-05-23 13:40:00,2021-05-23 18:40:00,119.0,110.0,19,29.2,30.6,65,1015.6,0,512,
2021-05-23 13:30:00,2021-05-23 18:30:00,123.0,121.0,17.9,31.6,31,65,1015.7,0,604,
2021-05-23 13:20:00,2021-05-23 18:20:00,120.0,109.0,19.3,29.8,31,63,1015.9,0,846,
2021-05-23 13:10:00,2021-05-23 18:10:00,121.0,119.0,18.2,31,31.5,63,1015.9,0,870,
2021-05-23 13:00:00,2021-05-23 18:00:00,123.0,117.0,14.9,26.4,31.1,64,1016.1,0,988,
2021-05-23 12:50:00,2021-05-23 17:50:00,117.0,107.0,17.3,28.1,30.9,65,1016.1,0,840,
2021-05-23 12:40:00,2021-05-23 17:40:00,118.0,114.0,18.5,31.6,31,64,1016.2,0,824,
2021-05-23 12:30:00,2021-05-23 17:30:00,125.0,104.0,17,25.2,31.1,63,1016.4,0,1057,
2021-05-23 12:20:00,2021-05-23 17:20:00,126.0,110.0,17.5,29.2,31,63,1016.6,0,1080,
2021-05-23 12:10:00,2021-05-23 17:10:00,121.0,118.0,19.3,29.8,30.9,64,1016.7,0,973,
2021-05-23 12:00:00,2021-05-23 17:00:00,118.0,109.0,20.2,35,30.9,64,1016.7,0,995,
2021-05-23 11:50:00,2021-05-23 16:50:00,118.0,112.0,20.1,29.8,30.8,64,1016.7,0,1053,
2021-05-23 11:40:00,2021-05-23 16:40:00,118.0,123.0,19.1,29.2,31,65,1016.7,0,1022,
2021-05-23 11:30:00,2021-05-23 16:30:00,123.0,105.0,16.5,27.5,31.1,65,1016.8,0,970,
2021-05-23 11:20:00,2021-05-23 16:20:00,123.0,117.0,17.2,27.5,30.9,65,1017,0,923,
2021-05-23 11:10:00,2021-05-23 16:10:00,124.0,107.0,18.6,31,30.5,66,1016.9,0,954,
2021-05-23 11:00:00,2021-05-23 16:00:00,124.0,110.0,18,27.5,30.6,66,1016.9,0,683,
2021-05-23 10:50:00,2021-05-23 15:50:00,124.0,107.0,18.7,33.9,30.9,66,1016.9,0,951,
2021-05-23 10:40:00,2021-05-23 15:40:00,114.0,103.0,18.1,29.8,30.7,66,1016.9,0,845,
2021-05-23 10:30:00,2021-05-23 15:30:00,119.0,121.0,19.3,29.8,30.3,67,1016.9,0,877,
2021-05-23 10:20:00,2021-05-23 15:20:00,123.0,119.0,17.5,28.1,30.4,68,1016.9,0,658,
2021-05-23 10:10:00,2021-05-23 15:10:00,112.0,100.0,18.9,28.1,30.3,66,1016.9,0,746,
2021-05-23 10:00:00,2021-05-23 15:00:00,117.0,119.0,18.8,28.1,30.5,64,1016.9,0,764,
2021-05-23 09:50:00,2021-05-23 14:50:00,113.0,104.0,15.8,28.7,30.4,66,1016.8,0,731,
2021-05-23 09:40:00,2021-05-23 14:40:00,111.0,110.0,18.5,28.7,29.9,70,1016.9,0,645,
2021-05-23 09:30:00,2021-05-23 14:30:00,109.0,114.0,19.1,30.4,29.6,72,1016.9,0,533,
2021-05-23 09:20:00,2021-05-23 14:20:00,107.0,121.0,20,29.8,29.5,72,1016.9,0,626,
2021-05-23 09:10:00,2021-05-23 14:10:00,110.0,114.0,17.1,26.9,29,75,1016.9,0,518,
2021-05-23 09:00:00,2021-05-23 14:00:00,118.0,123.0,16.1,24.6,28.9,72,1016.9,0,315,
2021-05-23 08:50:00,2021-05-23 13:50:00,116.0,117.0,18,26.4,28.6,74,1016.8,0,363,
2021-05-23 08:40:00,2021-05-23 13:40:00,116.0,125.0,15.8,22.9,28.4,75,1016.8,0,281,
2021-05-23 08:30:00,2021-05-23 13:30:00,118.0,119.0,18.6,29.2,28.7,74,1016.7,0,281,
2021-05-23 08:20:00,2021-05-23 13:20:00,112.0,109.0,15.8,26.4,28.3,78,1016.6,0,407,
2021-05-23 08:10:00,2021-05-23 13:10:00,110.0,101.0,18.9,28.7,28.3,78,1016.5,0,201,
2021-05-23 08:00:00,2021-05-23 13:00:00,108.0,105.0,18.8,29.2,28.4,78,1016.5,0,353,
2021-05-23 07:50:00,2021-05-23 12:50:00,107.0,120.0,18.9,29.2,27.8,81,1016.5,0,344,
2021-05-23 07:40:00,2021-05-23 12:40:00,104.0,103.0,18.1,24.6,27.3,82,1016.4,0,223,
2021-05-23 07:30:00,2021-05-23 12:30:00,105.0,105.0,19.6,28.7,27.2,81,1016.3,0,111,
2021-05-23 07:20:00,2021-05-23 12:20:00,111.0,102.0,18.1,25.2,27.1,77,1016.1,0,72,
2021-05-23 07:10:00,2021-05-23 12:10:00,114.0,113.0,17.6,26.9,27.1,75,1015.8,0,80,
2021-05-23 07:00:00,2021-05-23 12:00:00,110.0,116.0,17.6,26.4,27.2,74,1015.8,0,72,
