Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²),
2021-05-19 02:30:00,2021-05-19 07:30:00,164.0,160.0,13.3,21.2,27.3,89,1010.4,0,-2,
2021-05-19 02:20:00,2021-05-19 07:20:00,163.0,158.0,14.3,21.8,27.4,89,1010.5,0,-2,
2021-05-19 02:10:00,2021-05-19 07:10:00,169.0,155.0,14.6,21.8,27.4,90,1010.6,0,-1,
2021-05-19 02:00:00,2021-05-19 07:00:00,159.0,154.0,14.1,21.2,27.2,91,1010.6,0,-1,
2021-05-19 01:50:00,2021-05-19 06:50:00,159.0,166.0,14.9,24.1,27,93,1010.7,0,-1,
2021-05-19 01:40:00,2021-05-19 06:40:00,162.0,167.0,13.4,21.2,26.6,98,1010.6,0,-1,
2021-05-19 01:30:00,2021-05-19 06:30:00,156.0,159.0,12.3,20.6,26.3,100,1010.6,0,-2,
2021-05-19 01:20:00,2021-05-19 06:20:00,138.0,127.0,8,12.5,26.2,99,1010.6,0,-2,
2021-05-19 01:10:00,2021-05-19 06:10:00,134.0,120.0,9.8,18.3,26.4,97,1010.8,0,-1,
2021-05-19 01:00:00,2021-05-19 06:00:00,133.0,131.0,10.3,17.2,26.4,94,1011,0,-1,
2021-05-19 00:50:00,2021-05-19 05:50:00,145.0,141.0,9.4,21.8,26.8,91,1010.9,0,-3,
2021-05-19 00:40:00,2021-05-19 05:40:00,138.0,121.0,14.3,26.4,27.6,92,1011,0,-2,
2021-05-19 00:30:00,2021-05-19 05:30:00,138.0,152.0,12.6,21.2,27.7,93,1011.1,0,-2,
2021-05-19 00:20:00,2021-05-19 05:20:00,137.0,170.0,9.9,16,27.6,92,1011.2,0,-1,
2021-05-19 00:10:00,2021-05-19 05:10:00,143.0,144.0,11.8,20,27.6,92,1011.4,0,-2,
2021-05-19 00:00:00,2021-05-19 05:00:00,139.0,132.0,10.6,18.3,27.7,92,1011.6,0,-2,
2021-05-18 23:50:00,2021-05-19 04:50:00,145.0,136.0,13.4,24.1,27.7,92,1011.7,0,-2,
2021-05-18 23:40:00,2021-05-19 04:40:00,142.0,152.0,12.3,21.2,27.7,91,1011.7,0,-2,
2021-05-18 23:30:00,2021-05-19 04:30:00,139.0,150.0,12.4,22.3,27.8,90,1011.7,0,-2,
2021-05-18 23:20:00,2021-05-19 04:20:00,142.0,162.0,14.3,23.5,27.8,90,1011.9,0,-2,
2021-05-18 23:10:00,2021-05-19 04:10:00,143.0,113.0,13,22.3,27.8,91,1011.9,0,-1,
2021-05-18 23:00:00,2021-05-19 04:00:00,136.0,150.0,11.6,20,27.8,90,1011.8,0,-1,
2021-05-18 22:50:00,2021-05-19 03:50:00,142.0,144.0,12.6,20.6,27.8,89,1011.8,0,-2,
2021-05-18 22:40:00,2021-05-19 03:40:00,142.0,154.0,10.4,17.2,27.7,89,1011.8,0,-2,
2021-05-18 22:30:00,2021-05-19 03:30:00,144.0,157.0,10.7,19.5,27.6,92,1011.7,0,-1,
2021-05-18 22:20:00,2021-05-19 03:20:00,148.0,160.0,10.6,22.3,27.5,95,1011.8,0,-1,
2021-05-18 22:10:00,2021-05-19 03:10:00,147.0,151.0,9.4,20,27.4,96,1011.6,0,-1,
2021-05-18 22:00:00,2021-05-19 03:00:00,134.0,136.0,6.3,11.4,27.3,95,1011.6,0,-1,
2021-05-18 21:50:00,2021-05-19 02:50:00,139.0,137.0,7.2,15.4,27.3,94,1011.6,0,-2,
2021-05-18 21:40:00,2021-05-19 02:40:00,139.0,163.0,8,15.4,27.3,94,1011.7,0,-2,
2021-05-18 21:30:00,2021-05-19 02:30:00,144.0,161.0,9.5,17.2,27.4,94,1011.7,0,-2,
2021-05-18 21:20:00,2021-05-19 02:20:00,140.0,156.0,8.2,17.2,27.4,93,1011.7,0,-2,
2021-05-18 21:10:00,2021-05-19 02:10:00,144.0,145.0,9.4,21.2,27.4,93,1011.7,0,-2,
2021-05-18 21:00:00,2021-05-19 02:00:00,143.0,150.0,8.2,17.2,27.5,92,1011.6,0,-2,
2021-05-18 20:50:00,2021-05-19 01:50:00,132.0,158.0,10.1,23.5,27.6,91,1011.6,0,-1,
2021-05-18 20:40:00,2021-05-19 01:40:00,134.0,129.0,10.6,21.2,27.6,91,1011.4,0,-2,
2021-05-18 20:30:00,2021-05-19 01:30:00,134.0,141.0,11.1,17.2,27.8,90,1011.4,0,-2,
2021-05-18 20:20:00,2021-05-19 01:20:00,133.0,126.0,12.2,21.8,27.8,88,1011.2,0,-1,
2021-05-18 20:10:00,2021-05-19 01:10:00,138.0,163.0,10.9,19.5,27.8,86,1011,0,-2,
2021-05-18 20:00:00,2021-05-19 01:00:00,141.0,149.0,10.8,18.9,27.8,85,1011,0,-2,
2021-05-18 19:50:00,2021-05-19 00:50:00,143.0,160.0,11.3,20.6,27.8,85,1010.9,0,-2,
2021-05-18 19:40:00,2021-05-19 00:40:00,137.0,153.0,10.5,19.5,27.9,85,1010.8,0,-2,
2021-05-18 19:30:00,2021-05-19 00:30:00,144.0,151.0,10.9,19.5,28.1,84,1010.8,0,-1,
2021-05-18 19:20:00,2021-05-19 00:20:00,143.0,155.0,10.5,24.6,28.3,83,1010.8,0,3,
2021-05-18 19:10:00,2021-05-19 00:10:00,152.0,160.0,12.9,19.5,28.4,83,1010.6,0,11,
2021-05-18 19:00:00,2021-05-19 00:00:00,154.0,163.0,13.7,24.1,28.4,81,1010.6,0,16,
2021-05-18 18:50:00,2021-05-18 23:50:00,152.0,165.0,15.7,25.2,28.5,79,1010.6,0,19,
2021-05-18 18:40:00,2021-05-18 23:40:00,156.0,151.0,14.1,23.5,28.8,79,1010.5,0,26,
2021-05-18 18:30:00,2021-05-18 23:30:00,151.0,162.0,13.4,22.9,29.3,77,1010.5,0,37,
2021-05-18 18:20:00,2021-05-18 23:20:00,159.0,159.0,14.4,21.8,29.5,76,1010.5,0,109,
2021-05-18 18:10:00,2021-05-18 23:10:00,150.0,162.0,16.1,25.2,30,74,1010.5,0,93,
2021-05-18 18:00:00,2021-05-18 23:00:00,157.0,182.0,14.6,22.9,30,75,1010.4,0,244,
2021-05-18 17:50:00,2021-05-18 22:50:00,157.0,155.0,18.3,28.1,30,74,1010.4,0,151,
2021-05-18 17:40:00,2021-05-18 22:40:00,154.0,166.0,16.9,28.1,30.3,74,1010.3,0,294,
2021-05-18 17:30:00,2021-05-18 22:30:00,155.0,154.0,17.1,26.9,30.3,73,1010.4,0,201,
2021-05-18 17:20:00,2021-05-18 22:20:00,157.0,160.0,16.2,27.5,30.5,73,1010.5,0,239,
2021-05-18 17:10:00,2021-05-18 22:10:00,162.0,169.0,17.4,27.5,30.8,74,1010.5,0,353,
2021-05-18 17:00:00,2021-05-18 22:00:00,154.0,174.0,16.4,25.8,30.9,73,1010.4,0,333,
2021-05-18 16:50:00,2021-05-18 21:50:00,161.0,179.0,16.2,25.8,31.4,71,1010.4,0,359,
2021-05-18 16:40:00,2021-05-18 21:40:00,157.0,159.0,14.7,24.6,31.4,71,1010.6,0,407,
2021-05-18 16:30:00,2021-05-18 21:30:00,158.0,160.0,16.8,26.4,31.7,69,1010.7,0,528,
2021-05-18 16:20:00,2021-05-18 21:20:00,162.0,163.0,16.2,28.1,32.1,67,1010.7,0,633,
2021-05-18 16:10:00,2021-05-18 21:10:00,152.0,176.0,15.4,24.1,31.7,69,1010.8,0,548,
2021-05-18 16:00:00,2021-05-18 21:00:00,160.0,175.0,16,25.2,32.1,68,1010.9,0,295,
2021-05-18 15:50:00,2021-05-18 20:50:00,161.0,158.0,14.2,24.1,32.1,68,1010.9,0,193,
2021-05-18 15:40:00,2021-05-18 20:40:00,156.0,151.0,17.6,27.5,31.8,68,1011,0,458,
2021-05-18 15:30:00,2021-05-18 20:30:00,155.0,156.0,16.2,28.1,31.8,68,1011.1,0,329,
2021-05-18 15:20:00,2021-05-18 20:20:00,160.0,158.0,17.7,29.8,32.1,67,1011.1,0,630,
2021-05-18 15:10:00,2021-05-18 20:10:00,161.0,167.0,16.5,25.2,32.4,66,1011.2,0,667,
2021-05-18 15:00:00,2021-05-18 20:00:00,154.0,171.0,16.4,28.1,32.5,66,1011.3,0,686,
2021-05-18 14:50:00,2021-05-18 19:50:00,160.0,150.0,16.6,25.8,32.5,66,1011.3,0,589,
2021-05-18 14:40:00,2021-05-18 19:40:00,160.0,173.0,17.3,25.2,32.6,66,1011.5,0,567,
2021-05-18 14:30:00,2021-05-18 19:30:00,153.0,167.0,16,26.9,32.9,64,1011.7,0,591,
2021-05-18 14:20:00,2021-05-18 19:20:00,152.0,165.0,15.4,26.4,32.7,65,1011.9,0,509,
2021-05-18 14:10:00,2021-05-18 19:10:00,156.0,158.0,19.2,30.4,32.6,67,1012.1,0,638,
2021-05-18 14:00:00,2021-05-18 19:00:00,148.0,161.0,14,22.9,32.9,66,1012.1,0,625,
2021-05-18 13:50:00,2021-05-18 18:50:00,153.0,162.0,16.5,28.1,32.3,69,1012.2,0,670,
2021-05-18 13:40:00,2021-05-18 18:40:00,146.0,143.0,17.5,27.5,32.6,67,1012.2,0,428,
2021-05-18 13:30:00,2021-05-18 18:30:00,159.0,162.0,17,26.9,32.4,68,1012.4,0,781,
2021-05-18 13:20:00,2021-05-18 18:20:00,156.0,157.0,15.9,25.8,32.9,67,1012.7,0,842,
2021-05-18 13:10:00,2021-05-18 18:10:00,174.0,169.0,15.1,24.6,33,67,1012.8,0,1109,
2021-05-18 13:00:00,2021-05-18 18:00:00,152.0,165.0,15.5,26.9,32.6,70,1012.9,0,1103,
2021-05-18 12:50:00,2021-05-18 17:50:00,145.0,160.0,12.8,21.8,32.8,70,1013,0,946,
2021-05-18 12:40:00,2021-05-18 17:40:00,153.0,152.0,15.1,25.2,32.8,69,1013.2,0,968,
2021-05-18 12:30:00,2021-05-18 17:30:00,155.0,163.0,15,27.5,32.5,70,1013.3,0,893,
2021-05-18 12:20:00,2021-05-18 17:20:00,154.0,164.0,13.2,26.4,32.5,70,1013.4,0,997,
2021-05-18 12:10:00,2021-05-18 17:10:00,164.0,168.0,16.1,24.6,31.9,73,1013.5,0,943,
2021-05-18 12:00:00,2021-05-18 17:00:00,156.0,159.0,15.8,25.2,31.5,75,1013.5,0,963,
2021-05-18 11:50:00,2021-05-18 16:50:00,156.0,158.0,15.6,24.1,31.6,74,1013.7,0,616,
2021-05-18 11:40:00,2021-05-18 16:40:00,153.0,162.0,16,25.8,31.7,73,1013.8,0,566,
2021-05-18 11:30:00,2021-05-18 16:30:00,153.0,157.0,15.5,23.5,32.3,70,1013.9,0,785,
2021-05-18 11:20:00,2021-05-18 16:20:00,161.0,166.0,16.6,29.2,32.2,70,1014,0,1000,
2021-05-18 11:10:00,2021-05-18 16:10:00,144.0,151.0,15.6,25.8,31.7,72,1014,0,772,
2021-05-18 11:00:00,2021-05-18 16:00:00,158.0,165.0,16.2,24.1,32,71,1013.9,0,645,
2021-05-18 10:50:00,2021-05-18 15:50:00,161.0,153.0,15.4,25.8,32,72,1013.9,0,872,
2021-05-18 10:40:00,2021-05-18 15:40:00,153.0,173.0,15.6,24.1,31.3,75,1013.9,0,820,
2021-05-18 10:30:00,2021-05-18 15:30:00,150.0,155.0,15.3,25.8,31.3,74,1013.7,0,483,
2021-05-18 10:20:00,2021-05-18 15:20:00,148.0,159.0,15.8,25.8,31.2,74,1013.7,0,674,
2021-05-18 10:10:00,2021-05-18 15:10:00,147.0,135.0,15.3,25.2,30.3,80,1013.6,0,671,
2021-05-18 10:00:00,2021-05-18 15:00:00,140.0,140.0,14.4,22.9,30.1,80,1013.6,0,297,
2021-05-18 09:50:00,2021-05-18 14:50:00,144.0,153.0,14.5,26.4,30.8,76,1013.5,0,234,
2021-05-18 09:40:00,2021-05-18 14:40:00,137.0,141.0,13.6,21.2,31,76,1013.5,0,512,
2021-05-18 09:30:00,2021-05-18 14:30:00,148.0,155.0,13.8,22.9,30.3,78,1013.5,0,492,
2021-05-18 09:20:00,2021-05-18 14:20:00,149.0,154.0,13.3,25.2,30.2,78,1013.4,0,347,
2021-05-18 09:10:00,2021-05-18 14:10:00,145.0,158.0,12.1,24.6,30.2,78,1013.4,0,407,
2021-05-18 09:00:00,2021-05-18 14:00:00,147.0,162.0,13.4,22.9,30.2,76,1013.3,0,283,
2021-05-18 08:50:00,2021-05-18 13:50:00,147.0,161.0,14.3,25.2,30.2,76,1013.2,0,436,
2021-05-18 08:40:00,2021-05-18 13:40:00,142.0,154.0,13.5,24.6,29.8,78,1013.1,0,450,
2021-05-18 08:30:00,2021-05-18 13:30:00,142.0,150.0,12.6,22.9,29.1,79,1013.1,0,307,
2021-05-18 08:20:00,2021-05-18 13:20:00,149.0,145.0,14.4,22.3,28.8,81,1013,0,259,
2021-05-18 08:10:00,2021-05-18 13:10:00,145.0,152.0,10.5,21.8,28.5,83,1013,0,192,
2021-05-18 08:00:00,2021-05-18 13:00:00,140.0,160.0,11.4,21.8,28.3,86,1012.9,0,170,
2021-05-18 07:50:00,2021-05-18 12:50:00,143.0,164.0,12.8,20,28.3,93,1012.8,0,145,
2021-05-18 07:40:00,2021-05-18 12:40:00,140.0,152.0,12.1,18.9,28.2,94,1012.7,0,122,
2021-05-18 07:30:00,2021-05-18 12:30:00,139.0,147.0,9.9,21.8,28,93,1012.5,0,153,
2021-05-18 07:20:00,2021-05-18 12:20:00,145.0,139.0,11.6,18.9,27.7,94,1012.3,0,118,
2021-05-18 07:10:00,2021-05-18 12:10:00,145.0,152.0,12.9,20,27.3,98,1012.3,0,114,
2021-05-18 07:00:00,2021-05-18 12:00:00,141.0,147.0,10.7,20,27.1,100,1012.2,0,70,
2021-05-18 06:50:00,2021-05-18 11:50:00,133.0,122.0,9,16.6,26.9,100,1012.2,0,40,
2021-05-18 06:40:00,2021-05-18 11:40:00,138.0,162.0,9.3,17.2,26.7,100,1012,0,24,
2021-05-18 06:30:00,2021-05-18 11:30:00,138.0,136.0,9.5,17.2,26.6,100,1011.9,0,12,
2021-05-18 06:20:00,2021-05-18 11:20:00,140.0,157.0,9.1,17.7,26.6,100,1011.8,0,4,
2021-05-18 06:10:00,2021-05-18 11:10:00,141.0,161.0,9.6,20,26.6,100,1011.8,0,1,
2021-05-18 06:00:00,2021-05-18 11:00:00,138.0,139.0,10.6,17.7,26.5,100,1011.6,0,-0,
2021-05-18 05:50:00,2021-05-18 10:50:00,138.0,144.0,10.4,16,26.5,100,1011.7,0,-0,
2021-05-18 05:40:00,2021-05-18 10:40:00,131.0,149.0,10.5,18.3,26.4,100,1011.6,0,0,
2021-05-18 05:30:00,2021-05-18 10:30:00,134.0,120.0,9.4,17.7,26.4,100,1011.5,0,-0,
2021-05-18 05:20:00,2021-05-18 10:20:00,135.0,146.0,9.2,16.6,26.3,100,1011.5,0,0,
2021-05-18 05:10:00,2021-05-18 10:10:00,142.0,155.0,9,16,26.3,100,1011.4,0,0,
2021-05-18 05:00:00,2021-05-18 10:00:00,136.0,148.0,7.7,13.1,26.4,100,1011.3,0,-0,
2021-05-18 04:50:00,2021-05-18 09:50:00,127.0,119.0,8.3,16,26.6,100,1011.3,0,-0,
2021-05-18 04:40:00,2021-05-18 09:40:00,129.0,112.0,7.2,12.5,26.8,100,1011.2,0,-1,
2021-05-18 04:30:00,2021-05-18 09:30:00,134.0,126.0,7.6,13.7,26.7,100,1011.2,0,-1,
2021-05-18 04:20:00,2021-05-18 09:20:00,133.0,140.0,6.5,13.1,26.7,100,1011.2,0,-2,
2021-05-18 04:10:00,2021-05-18 09:10:00,130.0,136.0,6.5,10.2,26.8,100,1011.2,0,-2,
2021-05-18 04:00:00,2021-05-18 09:00:00,133.0,164.0,7.4,11.4,26.8,100,1011.2,0,-2,
2021-05-18 03:50:00,2021-05-18 08:50:00,132.0,137.0,7.2,14.9,26.8,100,1011.3,0,-1,
2021-05-18 03:40:00,2021-05-18 08:40:00,132.0,155.0,6.7,12.5,26.7,100,1011.3,0,-1,
2021-05-18 03:30:00,2021-05-18 08:30:00,137.0,159.0,6.2,10.8,26.6,100,1011.4,0,-2,
2021-05-18 03:20:00,2021-05-18 08:20:00,137.0,152.0,6.7,13.7,26.7,99,1011.5,0,-2,
2021-05-18 03:10:00,2021-05-18 08:10:00,138.0,139.0,6.8,13.1,26.6,99,1011.6,0,-2,
2021-05-18 03:00:00,2021-05-18 08:00:00,147.0,151.0,7.8,14.9,26.6,99,1011.6,0,-2,
2021-05-18 02:50:00,2021-05-18 07:50:00,141.0,146.0,7.4,13.1,26.7,100,1011.6,0,-2,
2021-05-18 02:40:00,2021-05-18 07:40:00,143.0,164.0,7.2,12,26.7,100,1011.6,0,-2,
2021-05-18 02:30:00,2021-05-18 07:30:00,140.0,170.0,7.1,13.1,26.8,100,1011.7,0,-2,
2021-05-18 02:20:00,2021-05-18 07:20:00,137.0,136.0,7.5,13.7,26.9,100,1011.8,0,-2,
2021-05-18 02:10:00,2021-05-18 07:10:00,135.0,153.0,6.3,10.8,27,100,1011.8,0,-2,
2021-05-18 02:00:00,2021-05-18 07:00:00,137.0,136.0,6,10.2,27,99,1011.8,0,-1,
2021-05-18 01:50:00,2021-05-18 06:50:00,131.0,147.0,6,9.7,26.9,99,1012,0,-1,
2021-05-18 01:40:00,2021-05-18 06:40:00,131.0,135.0,6.5,12,26.9,98,1012.1,0,-1,
2021-05-18 01:30:00,2021-05-18 06:30:00,133.0,139.0,6.2,14.9,26.9,98,1012.2,0,-2,
2021-05-18 01:20:00,2021-05-18 06:20:00,135.0,151.0,6.8,13.7,26.9,98,1012.3,0,-2,
2021-05-18 01:10:00,2021-05-18 06:10:00,132.0,154.0,7.4,16.6,26.9,98,1012.4,0,-1,
2021-05-18 01:00:00,2021-05-18 06:00:00,136.0,157.0,8.1,16,26.9,98,1012.5,0,-2,
2021-05-18 00:50:00,2021-05-18 05:50:00,134.0,155.0,7.1,14.3,26.9,97,1012.6,0,-2,
2021-05-18 00:40:00,2021-05-18 05:40:00,137.0,149.0,7.3,14.3,26.9,97,1012.7,0,-2,
2021-05-18 00:30:00,2021-05-18 05:30:00,136.0,152.0,6.5,14.3,26.8,96,1012.8,0,-2,
2021-05-18 00:20:00,2021-05-18 05:20:00,138.0,150.0,6.3,11.4,26.9,94,1012.8,0,-2,
2021-05-18 00:10:00,2021-05-18 05:10:00,137.0,162.0,7.8,16.6,27,93,1012.8,0,-2,
2021-05-18 00:00:00,2021-05-18 05:00:00,135.0,151.0,7.4,14.9,27,92,1012.9,0,-2,
2021-05-17 23:50:00,2021-05-18 04:50:00,144.0,166.0,8.6,21.2,27.1,91,1013.1,0,-2,
2021-05-17 23:40:00,2021-05-18 04:40:00,141.0,142.0,7.6,15.4,27.1,90,1013.1,0,-2,
2021-05-17 23:30:00,2021-05-18 04:30:00,131.0,134.0,8.6,16,27.1,92,1013.1,0,-2,
2021-05-17 23:20:00,2021-05-18 04:20:00,134.0,120.0,9.4,17.2,27.1,92,1013.3,0,-2,
2021-05-17 23:10:00,2021-05-18 04:10:00,137.0,154.0,8.9,15.4,27.1,92,1013.4,0,-2,
2021-05-17 23:00:00,2021-05-18 04:00:00,144.0,150.0,8.4,17.7,27.1,93,1013.4,0,-2,
2021-05-17 22:50:00,2021-05-18 03:50:00,135.0,139.0,8.1,16,27.1,94,1013.3,0,-2,
2021-05-17 22:40:00,2021-05-18 03:40:00,135.0,152.0,7.3,13.1,27.1,95,1013.4,0,-2,
2021-05-17 22:30:00,2021-05-18 03:30:00,134.0,157.0,8.4,16,27.1,95,1013.3,0,-2,
2021-05-17 22:20:00,2021-05-18 03:20:00,138.0,160.0,8.2,16.6,27.2,96,1013.2,0,-2,
2021-05-17 22:10:00,2021-05-18 03:10:00,142.0,146.0,10.3,20,27.4,97,1013.2,0,-2,
2021-05-17 22:00:00,2021-05-18 03:00:00,140.0,148.0,10.1,22.3,27.4,96,1013.2,0,-1,
2021-05-17 21:50:00,2021-05-18 02:50:00,141.0,150.0,9.3,17.2,27.2,95,1013.1,0,-2,
2021-05-17 21:40:00,2021-05-18 02:40:00,138.0,123.0,6.8,13.1,27.2,94,1013.1,0,-2,
2021-05-17 21:30:00,2021-05-18 02:30:00,147.0,161.0,8.1,14.3,27.2,94,1013,0,-2,
2021-05-17 21:20:00,2021-05-18 02:20:00,145.0,140.0,8.7,17.7,27.3,94,1012.8,0,-2,
2021-05-17 21:10:00,2021-05-18 02:10:00,146.0,153.0,7.8,17.2,27.2,94,1012.7,0,-2,
2021-05-17 21:00:00,2021-05-18 02:00:00,149.0,172.0,9.1,18.9,27.2,94,1012.7,0,-2,
2021-05-17 20:50:00,2021-05-18 01:50:00,145.0,141.0,8.3,15.4,27.3,94,1012.7,0,-2,
2021-05-17 20:40:00,2021-05-18 01:40:00,146.0,160.0,9.1,18.3,27.3,93,1012.6,0,-2,
2021-05-17 20:30:00,2021-05-18 01:30:00,141.0,150.0,10.4,22.3,27.3,92,1012.5,0,-2,
2021-05-17 20:20:00,2021-05-18 01:20:00,151.0,149.0,12,21.2,27.2,94,1012.5,0,-2,
2021-05-17 20:10:00,2021-05-18 01:10:00,150.0,158.0,9.2,18.9,27.1,94,1012.4,0,-2,
2021-05-17 20:00:00,2021-05-18 01:00:00,144.0,155.0,9,16.6,27.2,93,1012.3,0,-2,
2021-05-17 19:50:00,2021-05-18 00:50:00,137.0,154.0,7.9,13.1,27.3,91,1012.2,0,-2,
2021-05-17 19:40:00,2021-05-18 00:40:00,149.0,147.0,10.4,16,27.3,89,1012.1,0,-2,
2021-05-17 19:30:00,2021-05-18 00:30:00,151.0,157.0,12.4,19.5,27.3,88,1012.1,0,-0,
2021-05-17 19:20:00,2021-05-18 00:20:00,156.0,161.0,14.5,21.2,27.3,86,1012.1,0,4,
2021-05-17 19:10:00,2021-05-18 00:10:00,159.0,154.0,15,21.2,27.6,85,1012.2,0,13,
2021-05-17 19:00:00,2021-05-18 00:00:00,160.0,162.0,14.1,22.9,27.8,85,1012.3,0,30,
2021-05-17 18:50:00,2021-05-17 23:50:00,163.0,157.0,11.2,17.2,27.9,84,1012.4,0,41,
2021-05-17 18:40:00,2021-05-17 23:40:00,175.0,175.0,11.4,17.2,28.2,81,1012.4,0,35,
2021-05-17 18:30:00,2021-05-17 23:30:00,189.0,174.0,10.5,16.6,28.5,78,1012.4,0,42,
2021-05-17 18:20:00,2021-05-17 23:20:00,170.0,152.0,11.4,17.2,28.9,80,1012.4,0,30,
2021-05-17 18:10:00,2021-05-17 23:10:00,140.0,155.0,10.9,22.3,29.2,80,1012.5,0,43,
2021-05-17 18:00:00,2021-05-17 23:00:00,143.0,116.0,12.5,22.3,29.7,77,1012.6,0,72,
2021-05-17 17:50:00,2021-05-17 22:50:00,136.0,155.0,12.2,20.6,30.4,73,1012.5,0,131,
2021-05-17 17:40:00,2021-05-17 22:40:00,149.0,145.0,13.5,22.3,30.9,71,1012.4,0,282,
2021-05-17 17:30:00,2021-05-17 22:30:00,138.0,159.0,13.1,21.8,30.9,70,1012.3,0,300,
2021-05-17 17:20:00,2021-05-17 22:20:00,136.0,150.0,13,21.2,30.6,72,1012.4,0,380,
2021-05-17 17:10:00,2021-05-17 22:10:00,134.0,162.0,11.7,20,30.5,72,1012.3,0,303,
2021-05-17 17:00:00,2021-05-17 22:00:00,135.0,131.0,12.3,18.9,30.2,73,1012.3,0,230,
2021-05-17 16:50:00,2021-05-17 21:50:00,140.0,164.0,13.3,22.9,30.4,73,1012.2,0,211,
